zone_id,lat_grid,lon_grid,total_locations,avg_location_score,rescaled_score,restaurant_count,business_count,bus_stop_count,divvy_station_count,population_total_cell,zone_class_mode,geom,geojson,centroid
165,41.76,-87.67,18,24,39,6,1,10,1,225421,RS-2,"POLYGON((-87.67 41.76, -87.66 41.76, -87.66 41.77, -87.67 41.77, -87.67 41.76))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.67, 41.76], [-87.66, 41.76], [-87.66, 41.77], [-87.67, 41.77], [-87.67, 41.76] ] ] } ",POINT(-87.6650000000161 41.7649999785161)
218,41.78,-87.62,52,29,47,12,23,16,1,1660890,B3-3,"POLYGON((-87.62 41.78, -87.61 41.78, -87.61 41.79, -87.62 41.79, -87.62 41.78))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.62, 41.78], [-87.61, 41.78], [-87.61, 41.79], [-87.62, 41.79], [-87.62, 41.78] ] ] } ",POINT(-87.6150000000011 41.7849999783991)
334,41.85,-87.64,92,33,54,63,10,18,1,3975872,PMD 11,"POLYGON((-87.64 41.85, -87.63 41.85, -87.63 41.86, -87.64 41.86, -87.64 41.85))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.64, 41.85], [-87.63, 41.85], [-87.63, 41.86], [-87.64, 41.86], [-87.64, 41.85] ] ] } ",POINT(-87.6349999999904 41.8549999781829)
401,41.89,-87.61,35,37,61,26,3,3,3,922603,PD 527,"POLYGON((-87.61 41.89, -87.6 41.89, -87.6 41.9, -87.61 41.9, -87.61 41.89))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.61, 41.89], [-87.6, 41.89], [-87.6, 41.9], [-87.61, 41.9], [-87.61, 41.89] ] ] } ",POINT(-87.6050000000363 41.8949999779587)
404,41.9,-87.76,44,26,42,20,13,9,2,2086194,B3-1,"POLYGON((-87.76 41.9, -87.75 41.9, -87.75 41.91, -87.76 41.91, -87.76 41.9))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.76, 41.9], [-87.75, 41.9], [-87.75, 41.91], [-87.76, 41.91], [-87.76, 41.9] ] ] } ",POINT(-87.7549999999979 41.9049999778936)
418,41.9,-87.62,132,55,72,86,17,24,5,3339878,DX-12,"POLYGON((-87.62 41.9, -87.61 41.9, -87.61 41.91, -87.62 41.91, -87.62 41.9))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.62, 41.9], [-87.61, 41.9], [-87.61, 41.91], [-87.62, 41.91], [-87.62, 41.9] ] ] } ",POINT(-87.6149999999996 41.9049999779052)
474,41.93,-87.64,197,42,70,149,25,17,6,12373680,B1-2,"POLYGON((-87.64 41.93, -87.63 41.93, -87.63 41.94, -87.64 41.94, -87.64 41.93))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.64, 41.93], [-87.63, 41.93], [-87.63, 41.94], [-87.64, 41.94], [-87.64, 41.93] ] ] } ",POINT(-87.634999999985 41.934999977757)
517,41.95,-87.64,13,35,58,6,1,6,0,410608,RM-6.5,"POLYGON((-87.64 41.95, -87.63 41.95, -87.63 41.96, -87.64 41.96, -87.64 41.95))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.64, 41.95], [-87.63, 41.95], [-87.63, 41.96], [-87.64, 41.96], [-87.64, 41.95] ] ] } ",POINT(-87.6350000000047 41.954999977687)
590,41.99,-87.73,27,32,53,14,5,6,2,531753,B1-1,"POLYGON((-87.73 41.99, -87.72 41.99, -87.72 42, -87.73 42, -87.73 41.99))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.73, 41.99], [-87.72, 41.99], [-87.72, 42], [-87.73, 42], [-87.73, 41.99] ] ] } ",POINT(-87.724999999968 41.9949999774972)
109,41.73,-87.61,9,25,40,0,2,6,1,122516,RS-2,"POLYGON((-87.61 41.73, -87.6 41.73, -87.6 41.74, -87.61 41.74, -87.61 41.73))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.61, 41.73], [-87.6, 41.73], [-87.6, 41.74], [-87.61, 41.74], [-87.61, 41.73] ] ] } ",POINT(-87.6050000000265 41.7349999785847)
143,41.75,-87.69,18,32,53,5,7,5,1,526884,B1-1,"POLYGON((-87.69 41.75, -87.68 41.75, -87.68 41.76, -87.69 41.76, -87.69 41.75))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.69, 41.75], [-87.68, 41.75], [-87.68, 41.76], [-87.69, 41.76], [-87.69, 41.75] ] ] } ",POINT(-87.6850000000253 41.7549999785368)
146,41.75,-87.66,61,27,44,22,30,8,1,3540992,B1-1,"POLYGON((-87.66 41.75, -87.65 41.75, -87.65 41.76, -87.66 41.76, -87.66 41.75))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.66, 41.75], [-87.65, 41.75], [-87.65, 41.76], [-87.66, 41.76], [-87.66, 41.75] ] ] } ",POINT(-87.6549999999965 41.7549999785293)
153,41.75,-87.59,33,28,46,8,10,13,2,1236342,C2-2,"POLYGON((-87.59 41.75, -87.58 41.75, -87.58 41.76, -87.59 41.76, -87.59 41.75))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.59, 41.75], [-87.58, 41.75], [-87.58, 41.76], [-87.59, 41.76], [-87.59, 41.75] ] ] } ",POINT(-87.5849999999881 41.7549999785356)
154,41.75,-87.58,57,26,42,13,26,16,2,1831446,B3-2,"POLYGON((-87.58 41.75, -87.57 41.75, -87.57 41.76, -87.58 41.76, -87.58 41.75))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.58, 41.75], [-87.57, 41.75], [-87.57, 41.76], [-87.58, 41.76], [-87.58, 41.75] ] ] } ",POINT(-87.5749999999946 41.7549999785387)
263,41.8,-87.61,28,32,53,6,5,16,1,457193,C2-3,"POLYGON((-87.61 41.8, -87.6 41.8, -87.6 41.81, -87.61 41.81, -87.61 41.8))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.61, 41.8], [-87.6, 41.8], [-87.6, 41.81], [-87.61, 41.81], [-87.61, 41.8] ] ] } ",POINT(-87.6050000000293 41.8049999783551)
266,41.8,-87.58,27,30,49,13,5,8,1,759916,B1-5,"POLYGON((-87.58 41.8, -87.57 41.8, -87.57 41.81, -87.58 41.81, -87.58 41.8))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.58, 41.8], [-87.57, 41.8], [-87.57, 41.81], [-87.58, 41.81], [-87.58, 41.8] ] ] } ",POINT(-87.5749999999711 41.8049999783614)
457,41.93,-87.81,28,32,53,20,6,2,0,1118494,B1-1,"POLYGON((-87.81 41.93, -87.8 41.93, -87.8 41.94, -87.81 41.94, -87.81 41.93))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.81, 41.93], [-87.8, 41.93], [-87.8, 41.94], [-87.81, 41.94], [-87.81, 41.93] ] ] } ",POINT(-87.8049999999748 41.934999977756)
465,41.93,-87.73,27,29,47,13,4,9,1,1484761,B3-1,"POLYGON((-87.73 41.93, -87.72 41.93, -87.72 41.94, -87.73 41.94, -87.73 41.93))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.73, 41.93], [-87.72, 41.93], [-87.72, 41.94], [-87.73, 41.94], [-87.73, 41.93] ] ] } ",POINT(-87.7249999999977 41.9349999777769)
485,41.94,-87.75,57,32,53,31,12,10,4,3053989,B1-1,"POLYGON((-87.75 41.94, -87.74 41.94, -87.74 41.95, -87.75 41.95, -87.75 41.94))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.75, 41.94], [-87.74, 41.94], [-87.74, 41.95], [-87.75, 41.95], [-87.75, 41.94] ] ] } ",POINT(-87.7449999999984 41.9449999778064)
606,42,-87.73,8,41,68,5,3,0,0,276220,B1-1,"POLYGON((-87.73 42, -87.72 42, -87.72 42.01, -87.73 42.01, -87.73 42))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.73, 42], [-87.72, 42], [-87.72, 42.01], [-87.73, 42.01], [-87.73, 42] ] ] } ",POINT(-87.7249999999989 42.0049999775365)
213,41.78,-87.67,32,27,44,7,15,10,0,708466,RS-3,"POLYGON((-87.67 41.78, -87.66 41.78, -87.66 41.79, -87.67 41.79, -87.67 41.78))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.67, 41.78], [-87.66, 41.78], [-87.66, 41.79], [-87.67, 41.79], [-87.67, 41.78] ] ] } ",POINT(-87.6650000000008 41.7849999783955)
288,41.82,-87.69,51,28,46,24,13,12,2,3279811,RS-3,"POLYGON((-87.69 41.82, -87.68 41.82, -87.68 41.83, -87.69 41.83, -87.69 41.82))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.69, 41.82], [-87.68, 41.82], [-87.68, 41.83], [-87.69, 41.83], [-87.69, 41.82] ] ] } ",POINT(-87.6850000000074 41.824999978213)
303,41.83,-87.67,44,34,56,17,14,11,2,2118865,RS-3,"POLYGON((-87.67 41.83, -87.66 41.83, -87.66 41.84, -87.67 41.84, -87.67 41.83))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.67, 41.83], [-87.66, 41.83], [-87.66, 41.84], [-87.67, 41.84], [-87.67, 41.83] ] ] } ",POINT(-87.6649999999916 41.834999978271)
308,41.83,-87.62,69,30,49,30,20,17,2,2453296,B1-3,"POLYGON((-87.62 41.83, -87.61 41.83, -87.61 41.84, -87.62 41.84, -87.62 41.83))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.62, 41.83], [-87.61, 41.83], [-87.61, 41.84], [-87.62, 41.84], [-87.62, 41.83] ] ] } ",POINT(-87.6149999999891 41.8349999782792)
327,41.85,-87.71,70,31,51,32,23,13,2,4728845,B3-2,"POLYGON((-87.71 41.85, -87.7 41.85, -87.7 41.86, -87.71 41.86, -87.71 41.85))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.71, 41.85], [-87.7, 41.85], [-87.7, 41.86], [-87.71, 41.86], [-87.71, 41.85] ] ] } ",POINT(-87.7050000000104 41.8549999781767)
438,41.92,-87.81,11,33,54,7,3,1,0,430190,M1-1,"POLYGON((-87.81 41.92, -87.8 41.92, -87.8 41.93, -87.81 41.93, -87.81 41.92))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.81, 41.92], [-87.8, 41.92], [-87.8, 41.93], [-87.81, 41.93], [-87.81, 41.92] ] ] } ",POINT(-87.8049999999883 41.9249999778554)
477,41.94,-87.83,10,28,46,4,2,4,0,455970,B1-1,"POLYGON((-87.83 41.94, -87.82 41.94, -87.82 41.95, -87.83 41.95, -87.83 41.94))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.83, 41.94], [-87.82, 41.94], [-87.82, 41.95], [-87.83, 41.95], [-87.83, 41.94] ] ] } ",POINT(-87.8250000000176 41.9449999778084)
586,41.99,-87.78,44,28,46,34,8,0,2,1175454,B3-1,"POLYGON((-87.78 41.99, -87.77 41.99, -87.77 42, -87.78 42, -87.78 41.99))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.78, 41.99], [-87.77, 41.99], [-87.77, 42], [-87.78, 42], [-87.78, 41.99] ] ] } ",POINT(-87.7749999999812 41.9949999774877)
597,41.99,-87.66,123,35,58,84,24,13,2,4670136,B1-3,"POLYGON((-87.66 41.99, -87.65 41.99, -87.65 42, -87.66 42, -87.66 41.99))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.66, 41.99], [-87.65, 41.99], [-87.65, 42], [-87.66, 42], [-87.66, 41.99] ] ] } ",POINT(-87.6550000000239 41.9949999774921)
21,41.67,-87.63,2,29,47,0,1,0,1,66724,PD 192,"POLYGON((-87.63 41.67, -87.62 41.67, -87.62 41.68, -87.63 41.68, -87.63 41.67))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.63, 41.67], [-87.62, 41.67], [-87.62, 41.68], [-87.63, 41.68], [-87.63, 41.67] ] ] } ",POINT(-87.6249999999835 41.6749999788341)
64,41.7,-87.56,33,25,40,13,10,9,1,1898282,C1-1,"POLYGON((-87.56 41.7, -87.55 41.7, -87.55 41.71, -87.56 41.71, -87.56 41.7))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.56, 41.7], [-87.55, 41.7], [-87.55, 41.71], [-87.56, 41.71], [-87.56, 41.7] ] ] } ",POINT(-87.555000000012 41.704999978801)
89,41.72,-87.65,20,28,46,2,7,10,1,485282,B3-1,"POLYGON((-87.65 41.72, -87.64 41.72, -87.64 41.73, -87.65 41.73, -87.65 41.72))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.65, 41.72], [-87.64, 41.72], [-87.64, 41.73], [-87.65, 41.73], [-87.65, 41.72] ] ] } ",POINT(-87.6450000000072 41.7249999787181)
107,41.73,-87.63,7,23,39,0,1,4,2,68096,RS-2,"POLYGON((-87.63 41.73, -87.62 41.73, -87.62 41.74, -87.63 41.74, -87.63 41.73))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.63, 41.73], [-87.62, 41.73], [-87.62, 41.74], [-87.63, 41.74], [-87.63, 41.73] ] ] } ",POINT(-87.6249999999967 41.7349999785859)
167,41.76,-87.65,32,27,44,11,12,9,0,1018330,B1-1,"POLYGON((-87.65 41.76, -87.64 41.76, -87.64 41.77, -87.65 41.77, -87.65 41.76))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.65, 41.76], [-87.64, 41.76], [-87.64, 41.77], [-87.65, 41.77], [-87.65, 41.76] ] ] } ",POINT(-87.645000000037 41.7649999785114)
248,41.8,-87.76,26,29,47,15,6,5,0,1234737,B3-1,"POLYGON((-87.76 41.8, -87.75 41.8, -87.75 41.81, -87.76 41.81, -87.76 41.8))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.76, 41.8], [-87.75, 41.8], [-87.75, 41.81], [-87.76, 41.81], [-87.76, 41.8] ] ] } ",POINT(-87.7549999999827 41.8049999783468)
363,41.87,-87.66,105,43,72,73,10,17,5,2555281,B3-2,"POLYGON((-87.66 41.87, -87.65 41.87, -87.65 41.88, -87.66 41.88, -87.66 41.87))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.66, 41.87], [-87.65, 41.87], [-87.65, 41.88], [-87.66, 41.88], [-87.66, 41.87] ] ] } ",POINT(-87.655000000003 41.8749999780739)
375,41.88,-87.71,99,29,47,52,23,22,2,2608418,C3-1,"POLYGON((-87.71 41.88, -87.7 41.88, -87.7 41.89, -87.71 41.89, -87.71 41.88))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.71, 41.88], [-87.7, 41.88], [-87.7, 41.89], [-87.71, 41.89], [-87.71, 41.88] ] ] } ",POINT(-87.7050000000108 41.8849999780241)
409,41.9,-87.71,58,26,42,19,17,20,2,2254998,B3-1,"POLYGON((-87.71 41.9, -87.7 41.9, -87.7 41.91, -87.71 41.91, -87.71 41.9))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.71, 41.9], [-87.7, 41.9], [-87.7, 41.91], [-87.71, 41.91], [-87.71, 41.9] ] ] } ",POINT(-87.7049999999717 41.9049999778954)
478,41.94,-87.82,9,26,42,7,0,0,2,531965,B3-2,"POLYGON((-87.82 41.94, -87.81 41.94, -87.81 41.95, -87.82 41.95, -87.82 41.94))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.82, 41.94], [-87.81, 41.94], [-87.81, 41.95], [-87.82, 41.95], [-87.82, 41.94] ] ] } ",POINT(-87.8150000000021 41.9449999778113)
523,41.96,-87.76,27,30,49,12,6,7,2,1141624,B3-1,"POLYGON((-87.76 41.96, -87.75 41.96, -87.75 41.97, -87.76 41.97, -87.76 41.96))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.76, 41.96], [-87.75, 41.96], [-87.75, 41.97], [-87.76, 41.97], [-87.76, 41.96] ] ] } ",POINT(-87.7549999999816 41.9649999776581)
598,41.99,-87.65,3,32,53,2,1,0,0,129726,POS-1,"POLYGON((-87.65 41.99, -87.64 41.99, -87.64 42, -87.65 42, -87.65 41.99))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.65, 41.99], [-87.64, 41.99], [-87.64, 42], [-87.65, 42], [-87.65, 41.99] ] ] } ",POINT(-87.6450000000337 41.9949999774861)
49,41.69,-87.53,7,24,39,1,1,4,1,165068,RS-2,"POLYGON((-87.53 41.69, -87.52 41.69, -87.52 41.7, -87.53 41.7, -87.53 41.69))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.53, 41.69], [-87.52, 41.69], [-87.52, 41.7], [-87.53, 41.7], [-87.53, 41.69] ] ] } ",POINT(-87.5249999999776 41.6949999787911)
115,41.73,-87.55,83,30,49,31,29,20,3,4952040,B1-2,"POLYGON((-87.55 41.73, -87.54 41.73, -87.54 41.74, -87.55 41.74, -87.55 41.73))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.55, 41.73], [-87.54, 41.73], [-87.54, 41.74], [-87.55, 41.74], [-87.55, 41.73] ] ] } ",POINT(-87.545000000021 41.7349999786076)
184,41.77,-87.71,2,32,53,0,1,0,1,111850,PD 635,"POLYGON((-87.71 41.77, -87.7 41.77, -87.7 41.78, -87.71 41.78, -87.71 41.77))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.71, 41.77], [-87.7, 41.77], [-87.7, 41.78], [-87.71, 41.78], [-87.71, 41.77] ] ] } ",POINT(-87.7049999999899 41.7749999784962)
185,41.77,-87.7,14,33,54,6,4,2,2,1118500,B1-1,"POLYGON((-87.7 41.77, -87.69 41.77, -87.69 41.78, -87.7 41.78, -87.7 41.77))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.7, 41.77], [-87.69, 41.77], [-87.69, 41.78], [-87.7, 41.78], [-87.7, 41.77] ] ] } ",POINT(-87.6949999999991 41.7749999784993)
188,41.77,-87.67,26,26,42,5,12,9,0,547451,RS-3,"POLYGON((-87.67 41.77, -87.66 41.77, -87.66 41.78, -87.67 41.78, -87.67 41.77))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.67, 41.77], [-87.66, 41.77], [-87.66, 41.78], [-87.67, 41.78], [-87.67, 41.77] ] ] } ",POINT(-87.665000000009 41.7749999784963)
226,41.79,-87.78,29,33,54,13,5,10,1,1058346,B3-1,"POLYGON((-87.78 41.79, -87.77 41.79, -87.77 41.8, -87.78 41.8, -87.78 41.79))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.78, 41.79], [-87.77, 41.79], [-87.77, 41.8], [-87.78, 41.8], [-87.78, 41.79] ] ] } ",POINT(-87.7749999999876 41.794999978383)
278,41.81,-87.64,14,30,49,7,4,3,0,676445,B1-1,"POLYGON((-87.64 41.81, -87.63 41.81, -87.63 41.82, -87.64 41.82, -87.64 41.81))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.64, 41.81], [-87.63, 41.81], [-87.63, 41.82], [-87.64, 41.82], [-87.64, 41.81] ] ] } ",POINT(-87.6349999999998 41.8149999782661)
292,41.82,-87.65,31,27,44,16,3,11,1,1168405,PMD 8,"POLYGON((-87.65 41.82, -87.64 41.82, -87.64 41.83, -87.65 41.83, -87.65 41.82))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.65, 41.82], [-87.64, 41.82], [-87.64, 41.83], [-87.65, 41.83], [-87.65, 41.82] ] ] } ",POINT(-87.6450000000059 41.8249999782326)
299,41.83,-87.71,2,25,40,1,0,1,0,91039,M3-3,"POLYGON((-87.71 41.83, -87.7 41.83, -87.7 41.84, -87.71 41.84, -87.71 41.83))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.71, 41.83], [-87.7, 41.83], [-87.7, 41.84], [-87.71, 41.84], [-87.71, 41.83] ] ] } ",POINT(-87.7049999999821 41.8349999782755)
302,41.83,-87.68,54,29,47,28,5,17,4,2259565,B3-2,"POLYGON((-87.68 41.83, -87.67 41.83, -87.67 41.84, -87.68 41.84, -87.68 41.83))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.68, 41.83], [-87.67, 41.83], [-87.67, 41.84], [-87.68, 41.84], [-87.68, 41.83] ] ] } ",POINT(-87.6749999999957 41.8349999782636)
374,41.88,-87.72,33,29,47,11,13,7,2,917613,B3-3,"POLYGON((-87.72 41.88, -87.71 41.88, -87.71 41.89, -87.72 41.89, -87.72 41.88))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.72, 41.88], [-87.71, 41.88], [-87.71, 41.89], [-87.72, 41.89], [-87.72, 41.88] ] ] } ",POINT(-87.7150000000001 41.8849999780189)
399,41.89,-87.63,568,59,72,452,60,46,10,10546306,DX-7,"POLYGON((-87.63 41.89, -87.62 41.89, -87.62 41.9, -87.63 41.9, -87.63 41.89))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.63, 41.89], [-87.62, 41.89], [-87.62, 41.9], [-87.63, 41.9], [-87.63, 41.89] ] ] } ",POINT(-87.6249999999982 41.8949999779627)
446,41.92,-87.73,92,29,47,49,26,15,2,6761703,B1-1,"POLYGON((-87.73 41.92, -87.72 41.92, -87.72 41.93, -87.73 41.93, -87.73 41.92))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.73, 41.92], [-87.72, 41.92], [-87.72, 41.93], [-87.73, 41.93], [-87.73, 41.92] ] ] } ",POINT(-87.724999999986 41.9249999778373)
538,41.97,-87.83,1,43,72,0,1,0,0,27579,RS-2,"POLYGON((-87.83 41.97, -87.82 41.97, -87.82 41.98, -87.83 41.98, -87.83 41.97))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.83, 41.97], [-87.82, 41.97], [-87.82, 41.98], [-87.83, 41.98], [-87.83, 41.97] ] ] } ",POINT(-87.8250000000258 41.9749999776422)
543,41.97,-87.78,44,27,44,20,12,10,2,1835008,B3-1,"POLYGON((-87.78 41.97, -87.77 41.97, -87.77 41.98, -87.78 41.98, -87.78 41.97))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.78, 41.97], [-87.77, 41.97], [-87.77, 41.98], [-87.78, 41.98], [-87.78, 41.97] ] ] } ",POINT(-87.774999999988 41.9749999776361)
573,41.98,-87.7,41,33,54,16,11,10,4,1566936,B3-2,"POLYGON((-87.7 41.98, -87.69 41.98, -87.69 41.99, -87.7 41.99, -87.7 41.98))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.7, 41.98], [-87.69, 41.98], [-87.69, 41.99], [-87.7, 41.99], [-87.7, 41.98] ] ] } ",POINT(-87.6949999999808 41.9849999775879)
591,41.99,-87.72,9,28,46,1,2,4,2,123204,B1-1,"POLYGON((-87.72 41.99, -87.71 41.99, -87.71 42, -87.72 42, -87.72 41.99))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.72, 41.99], [-87.71, 41.99], [-87.71, 42], [-87.72, 42], [-87.72, 41.99] ] ] } ",POINT(-87.7150000000169 41.994999977505)
605,42,-87.75,4,22,39,1,1,2,0,55974,B3-1,"POLYGON((-87.75 42, -87.74 42, -87.74 42.01, -87.75 42.01, -87.75 42))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.75, 42], [-87.74, 42], [-87.74, 42.01], [-87.75, 42.01], [-87.75, 42] ] ] } ",POINT(-87.745000000017 42.004999977538)
60,41.7,-87.62,21,25,40,5,9,5,2,934136,B3-2,"POLYGON((-87.62 41.7, -87.61 41.7, -87.61 41.71, -87.62 41.71, -87.62 41.7))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.62, 41.7], [-87.61, 41.7], [-87.61, 41.71], [-87.62, 41.71], [-87.62, 41.7] ] ] } ",POINT(-87.6150000000228 41.7049999788044)
86,41.72,-87.68,25,25,40,19,2,4,0,1065496,B1-1,"POLYGON((-87.68 41.72, -87.67 41.72, -87.67 41.73, -87.68 41.73, -87.68 41.72))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.68, 41.72], [-87.67, 41.72], [-87.67, 41.73], [-87.68, 41.73], [-87.68, 41.72] ] ] } ",POINT(-87.6750000000005 41.7249999787062)
93,41.72,-87.61,14,24,39,5,1,8,0,373014,RM-5,"POLYGON((-87.61 41.72, -87.6 41.72, -87.6 41.73, -87.61 41.73, -87.61 41.72))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.61, 41.72], [-87.6, 41.72], [-87.6, 41.73], [-87.61, 41.73], [-87.61, 41.72] ] ] } ",POINT(-87.6050000000203 41.7249999787165)
102,41.73,-87.68,6,36,60,4,2,0,0,299220,B1-2,"POLYGON((-87.68 41.73, -87.67 41.73, -87.67 41.74, -87.68 41.74, -87.68 41.73))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.68, 41.73], [-87.67, 41.73], [-87.67, 41.74], [-87.68, 41.74], [-87.68, 41.73] ] ] } ",POINT(-87.6750000000132 41.7349999785923)
133,41.74,-87.58,48,27,44,17,17,12,2,2806156,B3-1,"POLYGON((-87.58 41.74, -87.57 41.74, -87.57 41.75, -87.58 41.75, -87.58 41.74))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.58, 41.74], [-87.57, 41.74], [-87.57, 41.75], [-87.58, 41.75], [-87.58, 41.74] ] ] } ",POINT(-87.5749999999614 41.7449999785961)
224,41.79,-87.8,24,27,44,20,1,3,0,1234737,B3-1,"POLYGON((-87.8 41.79, -87.79 41.79, -87.79 41.8, -87.8 41.8, -87.8 41.79))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.8, 41.79], [-87.79, 41.79], [-87.79, 41.8], [-87.8, 41.8], [-87.8, 41.79] ] ] } ",POINT(-87.7950000000044 41.7949999783727)
284,41.82,-87.73,11,27,44,8,3,0,0,1001429,M2-3,"POLYGON((-87.73 41.82, -87.72 41.82, -87.72 41.83, -87.73 41.83, -87.73 41.82))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.73, 41.82], [-87.72, 41.82], [-87.72, 41.83], [-87.73, 41.83], [-87.73, 41.82] ] ] } ",POINT(-87.7249999999775 41.8249999782336)
329,41.85,-87.69,60,38,63,40,11,6,3,4039455,C1-2,"POLYGON((-87.69 41.85, -87.68 41.85, -87.68 41.86, -87.69 41.86, -87.69 41.85))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.69, 41.85], [-87.68, 41.85], [-87.68, 41.86], [-87.69, 41.86], [-87.69, 41.85] ] ] } ",POINT(-87.6850000000167 41.8549999781881)
397,41.89,-87.65,193,46,72,144,28,14,7,4444549,C1-1,"POLYGON((-87.65 41.89, -87.64 41.89, -87.64 41.9, -87.65 41.9, -87.65 41.89))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.65, 41.89], [-87.64, 41.89], [-87.64, 41.9], [-87.65, 41.9], [-87.65, 41.89] ] ] } ",POINT(-87.6450000000024 41.8949999779511)
490,41.94,-87.7,72,41,68,43,18,9,2,5758095,C1-1,"POLYGON((-87.7 41.94, -87.69 41.94, -87.69 41.95, -87.7 41.95, -87.7 41.94))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.7, 41.94], [-87.69, 41.94], [-87.69, 41.95], [-87.7, 41.95], [-87.7, 41.94] ] ] } ",POINT(-87.694999999979 41.9449999778031)
529,41.96,-87.7,34,35,58,14,15,3,2,2737455,B3-2,"POLYGON((-87.7 41.96, -87.69 41.96, -87.69 41.97, -87.7 41.97, -87.7 41.96))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.7, 41.96], [-87.69, 41.96], [-87.69, 41.97], [-87.7, 41.97], [-87.7, 41.96] ] ] } ",POINT(-87.6950000000116 41.964999977661)
