zone_id,lat_grid,lon_grid,total_locations,avg_location_score,rescaled_score,restaurant_count,business_count,bus_stop_count,divvy_station_count,population_total_cell,zone_class_mode,geom,geojson,centroid
267,41.81,-87.75,14,32,53,4,7,0,3,646767,RS-2,"POLYGON((-87.75 41.81, -87.74 41.81, -87.74 41.82, -87.75 41.82, -87.75 41.81))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.75, 41.81], [-87.74, 41.81], [-87.74, 41.82], [-87.75, 41.82], [-87.75, 41.81] ] ] } ",POINT(-87.7450000000196 41.8149999782614)
434,41.91,-87.66,34,45,72,21,9,2,2,950465,M3-3,"POLYGON((-87.66 41.91, -87.65 41.91, -87.65 41.92, -87.66 41.92, -87.66 41.91))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.66, 41.91], [-87.65, 41.91], [-87.65, 41.92], [-87.66, 41.92], [-87.66, 41.91] ] ] } ",POINT(-87.6550000000092 41.9149999778823)
486,41.94,-87.74,25,27,44,11,8,4,2,1349437,C1-1,"POLYGON((-87.74 41.94, -87.73 41.94, -87.73 41.95, -87.74 41.95, -87.74 41.94))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.74, 41.94], [-87.73, 41.94], [-87.73, 41.95], [-87.74, 41.95], [-87.74, 41.94] ] ] } ",POINT(-87.7350000000207 41.9449999777996)
601,42,-87.8,3,31,51,1,1,1,0,59058,M1-1,"POLYGON((-87.8 42, -87.79 42, -87.79 42.01, -87.8 42.01, -87.8 42))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.8, 42], [-87.79, 42], [-87.79, 42.01], [-87.8, 42.01], [-87.8, 42] ] ] } ",POINT(-87.7950000000285 42.0049999775315)
6,41.65,-87.56,2,29,47,2,0,0,0,25742,C3-3,"POLYGON((-87.56 41.65, -87.55 41.65, -87.55 41.66, -87.56 41.66, -87.56 41.65))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.56, 41.65], [-87.55, 41.65], [-87.55, 41.66], [-87.56, 41.66], [-87.56, 41.65] ] ] } ",POINT(-87.5550000000197 41.6549999789466)
14,41.66,-87.59,2,24,39,1,0,1,0,12871,PMD 6,"POLYGON((-87.59 41.66, -87.58 41.66, -87.58 41.67, -87.59 41.67, -87.59 41.66))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.59, 41.66], [-87.58, 41.66], [-87.58, 41.67], [-87.59, 41.67], [-87.59, 41.66] ] ] } ",POINT(-87.5850000000133 41.6649999789062)
37,41.69,-87.7,39,28,46,21,9,8,1,864120,B1-1,"POLYGON((-87.7 41.69, -87.69 41.69, -87.69 41.7, -87.7 41.7, -87.7 41.69))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.7, 41.69], [-87.69, 41.69], [-87.69, 41.7], [-87.7, 41.7], [-87.7, 41.69] ] ] } ",POINT(-87.6949999999735 41.6949999787936)
106,41.73,-87.64,12,24,39,2,3,7,0,340480,B1-1,"POLYGON((-87.64 41.73, -87.63 41.73, -87.63 41.74, -87.64 41.74, -87.64 41.73))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.64, 41.73], [-87.63, 41.73], [-87.63, 41.74], [-87.64, 41.74], [-87.64, 41.73] ] ] } ",POINT(-87.6350000000022 41.7349999785759)
112,41.73,-87.58,20,27,44,2,5,13,0,577738,RS-2,"POLYGON((-87.58 41.73, -87.57 41.73, -87.57 41.74, -87.58 41.74, -87.58 41.73))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.58, 41.73], [-87.57, 41.73], [-87.57, 41.74], [-87.58, 41.74], [-87.58, 41.73] ] ] } ",POINT(-87.5749999999636 41.7349999785845)
232,41.79,-87.71,35,30,49,16,8,9,2,2393046,B3-1,"POLYGON((-87.71 41.79, -87.7 41.79, -87.7 41.8, -87.71 41.8, -87.71 41.79))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.71, 41.79], [-87.7, 41.79], [-87.7, 41.8], [-87.71, 41.8], [-87.71, 41.79] ] ] } ",POINT(-87.704999999998 41.7949999783811)
245,41.79,-87.58,15,37,61,9,3,2,1,569448,PD 587,"POLYGON((-87.58 41.79, -87.57 41.79, -87.57 41.8, -87.58 41.8, -87.58 41.79))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.58, 41.79], [-87.57, 41.79], [-87.57, 41.8], [-87.58, 41.8], [-87.58, 41.79] ] ] } ",POINT(-87.5749999999791 41.7949999783906)
293,41.82,-87.64,31,27,44,15,3,11,2,1106910,M2-3,"POLYGON((-87.64 41.82, -87.63 41.82, -87.63 41.83, -87.64 41.83, -87.64 41.82))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.64, 41.82], [-87.63, 41.82], [-87.63, 41.83], [-87.64, 41.83], [-87.64, 41.82] ] ] } ",POINT(-87.6350000000024 41.8249999782398)
322,41.84,-87.62,28,30,49,3,7,16,2,544640,RM-5,"POLYGON((-87.62 41.84, -87.61 41.84, -87.61 41.85, -87.62 41.85, -87.62 41.84))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.62, 41.84], [-87.61, 41.84], [-87.61, 41.85], [-87.62, 41.85], [-87.62, 41.84] ] ] } ",POINT(-87.6149999999705 41.8449999781714)
345,41.86,-87.67,77,35,58,50,18,8,1,5385940,B3-2,"POLYGON((-87.67 41.86, -87.66 41.86, -87.66 41.87, -87.67 41.87, -87.67 41.86))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.67, 41.86], [-87.66, 41.86], [-87.66, 41.87], [-87.67, 41.87], [-87.67, 41.86] ] ] } ",POINT(-87.6650000000099 41.8649999780468)
359,41.87,-87.7,55,33,54,16,22,13,4,1393606,C1-3,"POLYGON((-87.7 41.87, -87.69 41.87, -87.69 41.88, -87.7 41.88, -87.7 41.87))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.7, 41.87], [-87.69, 41.87], [-87.69, 41.88], [-87.7, 41.88], [-87.7, 41.87] ] ] } ",POINT(-87.6949999999872 41.8749999780804)
385,41.89,-87.77,68,29,47,24,29,12,3,3009422,B3-2,"POLYGON((-87.77 41.89, -87.76 41.89, -87.76 41.9, -87.77 41.9, -87.77 41.89))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.77, 41.89], [-87.76, 41.89], [-87.76, 41.9], [-87.77, 41.9], [-87.77, 41.89] ] ] } ",POINT(-87.7649999999822 41.8949999779609)
417,41.9,-87.63,341,49,72,240,56,35,10,10062538,DX-12,"POLYGON((-87.63 41.9, -87.62 41.9, -87.62 41.91, -87.63 41.91, -87.63 41.9))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.63, 41.9], [-87.62, 41.9], [-87.62, 41.91], [-87.63, 41.91], [-87.63, 41.9] ] ] } ",POINT(-87.6249999999791 41.9049999779031)
524,41.96,-87.75,64,28,46,31,15,16,2,3212342,B3-1,"POLYGON((-87.75 41.96, -87.74 41.96, -87.74 41.97, -87.75 41.97, -87.75 41.96))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.75, 41.96], [-87.74, 41.96], [-87.74, 41.97], [-87.75, 41.97], [-87.75, 41.96] ] ] } ",POINT(-87.7450000000379 41.9649999776586)
595,41.99,-87.68,18,34,56,10,3,4,1,557798,C1-2,"POLYGON((-87.68 41.99, -87.67 41.99, -87.67 42, -87.68 42, -87.68 41.99))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.68, 41.99], [-87.67, 41.99], [-87.67, 42], [-87.68, 42], [-87.68, 41.99] ] ] } ",POINT(-87.6749999999812 41.9949999774859)
623,42.01,-87.66,50,34,56,30,8,11,1,1889740,RT-4,"POLYGON((-87.66 42.01, -87.65 42.01, -87.65 42.02, -87.66 42.02, -87.66 42.01))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.66, 42.01], [-87.65, 42.01], [-87.65, 42.02], [-87.66, 42.02], [-87.66, 42.01] ] ] } ",POINT(-87.6550000000118 42.0149999774814)
626,42.02,-87.69,34,25,40,21,6,6,1,1288764,B3-2,"POLYGON((-87.69 42.02, -87.68 42.02, -87.68 42.03, -87.69 42.03, -87.69 42.02))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.69, 42.02], [-87.68, 42.02], [-87.68, 42.03], [-87.69, 42.03], [-87.69, 42.02] ] ] } ",POINT(-87.6849999999846 42.0249999774031)
8,41.65,-87.54,14,28,46,4,3,6,1,90097,PMD 6,"POLYGON((-87.54 41.65, -87.53 41.65, -87.53 41.66, -87.54 41.66, -87.54 41.65))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.54, 41.65], [-87.53, 41.65], [-87.53, 41.66], [-87.54, 41.66], [-87.54, 41.65] ] ] } ",POINT(-87.5349999999979 41.654999978942)
35,41.69,-87.72,12,33,54,7,2,3,0,259236,B1-1,"POLYGON((-87.72 41.69, -87.71 41.69, -87.71 41.7, -87.72 41.7, -87.72 41.69))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.72, 41.69], [-87.71, 41.69], [-87.71, 41.7], [-87.72, 41.7], [-87.72, 41.69] ] ] } ",POINT(-87.7149999999839 41.6949999787976)
88,41.72,-87.66,53,27,44,23,15,14,1,2059094,B3-2,"POLYGON((-87.66 41.72, -87.65 41.72, -87.65 41.73, -87.66 41.73, -87.66 41.72))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.66, 41.72], [-87.65, 41.72], [-87.65, 41.73], [-87.66, 41.73], [-87.66, 41.72] ] ] } ",POINT(-87.6550000000283 41.7249999787047)
219,41.78,-87.61,69,32,53,26,27,14,2,2515062,B3-3,"POLYGON((-87.61 41.78, -87.6 41.78, -87.6 41.79, -87.61 41.79, -87.61 41.78))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.61, 41.78], [-87.6, 41.78], [-87.6, 41.79], [-87.61, 41.79], [-87.61, 41.78] ] ] } ",POINT(-87.6050000000042 41.7849999784002)
235,41.79,-87.68,34,29,47,14,7,12,1,734847,C2-2,"POLYGON((-87.68 41.79, -87.67 41.79, -87.67 41.8, -87.68 41.8, -87.68 41.79))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.68, 41.79], [-87.67, 41.79], [-87.67, 41.8], [-87.68, 41.8], [-87.68, 41.79] ] ] } ",POINT(-87.6749999999826 41.7949999783795)
281,41.81,-87.61,54,29,47,32,11,10,1,1432342,B1-1,"POLYGON((-87.61 41.81, -87.6 41.81, -87.6 41.82, -87.61 41.82, -87.61 41.81))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.61, 41.81], [-87.6, 41.81], [-87.6, 41.82], [-87.61, 41.82], [-87.61, 41.81] ] ] } ",POINT(-87.6050000000345 41.8149999782769)
384,41.88,-87.62,116,41,68,77,18,15,6,869994,DX-16,"POLYGON((-87.62 41.88, -87.61 41.88, -87.61 41.89, -87.62 41.89, -87.62 41.88))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.62, 41.88], [-87.61, 41.88], [-87.61, 41.89], [-87.62, 41.89], [-87.62, 41.88] ] ] } ",POINT(-87.6149999999922 41.8849999780409)
400,41.89,-87.62,313,47,72,218,44,42,9,6909276,DX-16,"POLYGON((-87.62 41.89, -87.61 41.89, -87.61 41.9, -87.62 41.9, -87.62 41.89))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.62, 41.89], [-87.61, 41.89], [-87.61, 41.9], [-87.62, 41.9], [-87.62, 41.89] ] ] } ",POINT(-87.6149999999806 41.8949999779607)
444,41.92,-87.75,79,30,49,50,9,18,2,5340503,B3-1,"POLYGON((-87.75 41.92, -87.74 41.92, -87.74 41.93, -87.75 41.93, -87.75 41.92))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.75, 41.92], [-87.74, 41.92], [-87.74, 41.93], [-87.75, 41.93], [-87.75, 41.92] ] ] } ",POINT(-87.7450000000149 41.9249999778457)
476,41.94,-87.84,3,25,40,1,0,2,0,75995,B3-1,"POLYGON((-87.84 41.94, -87.83 41.94, -87.83 41.95, -87.84 41.95, -87.84 41.94))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.84, 41.94], [-87.83, 41.94], [-87.83, 41.95], [-87.84, 41.95], [-87.84, 41.94] ] ] } ",POINT(-87.8349999999982 41.9449999777983)
66,41.7,-87.53,35,31,51,16,5,13,1,1733214,B3-1,"POLYGON((-87.53 41.7, -87.52 41.7, -87.52 41.71, -87.53 41.71, -87.53 41.7))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.53, 41.7], [-87.52, 41.7], [-87.52, 41.71], [-87.53, 41.71], [-87.53, 41.7] ] ] } ",POINT(-87.5249999999791 41.7049999787899)
69,41.71,-87.7,13,30,49,7,2,4,0,259236,B1-1,"POLYGON((-87.7 41.71, -87.69 41.71, -87.69 41.72, -87.7 41.72, -87.7 41.71))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.7, 41.71], [-87.69, 41.71], [-87.69, 41.72], [-87.7, 41.72], [-87.7, 41.71] ] ] } ",POINT(-87.6949999999876 41.714999978677)
142,41.75,-87.7,27,30,49,6,10,10,1,702512,B1-1,"POLYGON((-87.7 41.75, -87.69 41.75, -87.69 41.76, -87.7 41.76, -87.7 41.75))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.7, 41.75], [-87.69, 41.75], [-87.69, 41.76], [-87.7, 41.76], [-87.7, 41.75] ] ] } ",POINT(-87.6949999999984 41.7549999785389)
253,41.8,-87.71,13,35,58,5,7,0,1,1092468,C1-1,"POLYGON((-87.71 41.8, -87.7 41.8, -87.7 41.81, -87.71 41.81, -87.71 41.8))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.71, 41.8], [-87.7, 41.8], [-87.7, 41.81], [-87.71, 41.81], [-87.71, 41.8] ] ] } ",POINT(-87.7050000000214 41.8049999783599)
256,41.8,-87.68,27,33,54,8,10,9,0,1106910,C1-2,"POLYGON((-87.68 41.8, -87.67 41.8, -87.67 41.81, -87.68 41.81, -87.68 41.8))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.68, 41.8], [-87.67, 41.8], [-87.67, 41.81], [-87.68, 41.81], [-87.68, 41.8] ] ] } ",POINT(-87.6749999999893 41.8049999783628)
260,41.8,-87.64,5,30,49,1,1,3,0,122990,RS-3,"POLYGON((-87.64 41.8, -87.63 41.8, -87.63 41.81, -87.64 41.81, -87.64 41.8))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.64, 41.8], [-87.63, 41.8], [-87.63, 41.81], [-87.64, 41.81], [-87.64, 41.8] ] ] } ",POINT(-87.6349999999834 41.8049999783498)
268,41.81,-87.74,31,31,51,13,9,9,0,1777164,B3-1,"POLYGON((-87.74 41.81, -87.73 41.81, -87.73 41.82, -87.74 41.82, -87.74 41.81))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.74, 41.81], [-87.73, 41.81], [-87.73, 41.82], [-87.74, 41.82], [-87.74, 41.81] ] ] } ",POINT(-87.735000000013 41.8149999782541)
325,41.85,-87.73,26,28,46,6,13,6,1,1633601,B3-2,"POLYGON((-87.73 41.85, -87.72 41.85, -87.72 41.86, -87.73 41.86, -87.73 41.85))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.73, 41.85], [-87.72, 41.85], [-87.72, 41.86], [-87.73, 41.86], [-87.73, 41.85] ] ] } ",POINT(-87.7250000000173 41.8549999781709)
341,41.86,-87.71,44,28,46,6,20,17,1,2235454,B3-2,"POLYGON((-87.71 41.86, -87.7 41.86, -87.7 41.87, -87.71 41.87, -87.71 41.86))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.71, 41.86], [-87.7, 41.86], [-87.7, 41.87], [-87.71, 41.87], [-87.71, 41.86] ] ] } ",POINT(-87.7049999999954 41.864999978051)
388,41.89,-87.74,4,24,39,3,0,0,1,108474,PMD 9,"POLYGON((-87.74 41.89, -87.73 41.89, -87.73 41.9, -87.74 41.9, -87.74 41.89))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.74, 41.89], [-87.73, 41.89], [-87.73, 41.9], [-87.74, 41.9], [-87.74, 41.89] ] ] } ",POINT(-87.7349999999877 41.8949999779716)
454,41.92,-87.65,180,44,72,139,23,13,5,11551896,B3-2,"POLYGON((-87.65 41.92, -87.64 41.92, -87.64 41.93, -87.65 41.93, -87.65 41.92))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.65, 41.92], [-87.64, 41.92], [-87.64, 41.93], [-87.65, 41.93], [-87.65, 41.92] ] ] } ",POINT(-87.645000000026 41.9249999778631)
57,41.7,-87.65,3,31,51,1,1,0,1,99740,RS-2,"POLYGON((-87.65 41.7, -87.64 41.7, -87.64 41.71, -87.65 41.71, -87.65 41.7))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.65, 41.7], [-87.64, 41.7], [-87.64, 41.71], [-87.65, 41.71], [-87.65, 41.7] ] ] } ",POINT(-87.6450000000265 41.7049999787872)
72,41.71,-87.67,28,23,39,15,7,5,1,1097140,B1-2,"POLYGON((-87.67 41.71, -87.66 41.71, -87.66 41.72, -87.67 41.72, -87.67 41.71))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.67, 41.71], [-87.66, 41.71], [-87.66, 41.72], [-87.67, 41.72], [-87.67, 41.71] ] ] } ",POINT(-87.6649999999917 41.7149999786776)
91,41.72,-87.63,29,29,47,16,8,4,1,1610980,B1-1,"POLYGON((-87.63 41.72, -87.62 41.72, -87.62 41.73, -87.63 41.73, -87.63 41.72))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.63, 41.72], [-87.62, 41.72], [-87.62, 41.73], [-87.63, 41.73], [-87.63, 41.72] ] ] } ",POINT(-87.6250000000097 41.7249999787014)
125,41.74,-87.66,43,27,44,16,18,8,1,2315264,B1-1,"POLYGON((-87.66 41.74, -87.65 41.74, -87.65 41.75, -87.66 41.75, -87.66 41.74))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.66, 41.74], [-87.65, 41.74], [-87.65, 41.75], [-87.66, 41.75], [-87.66, 41.74] ] ] } ",POINT(-87.654999999983 41.7449999785977)
169,41.76,-87.63,37,25,40,12,8,16,1,932326,C1-2,"POLYGON((-87.63 41.76, -87.62 41.76, -87.62 41.77, -87.63 41.77, -87.63 41.76))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.63, 41.76], [-87.62, 41.76], [-87.62, 41.77], [-87.63, 41.77], [-87.63, 41.76] ] ] } ",POINT(-87.6249999999723 41.7649999785121)
197,41.77,-87.58,53,27,44,17,18,16,2,1610840,B3-3,"POLYGON((-87.58 41.77, -87.57 41.77, -87.57 41.78, -87.58 41.78, -87.58 41.77))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.58, 41.77], [-87.57, 41.77], [-87.57, 41.78], [-87.58, 41.78], [-87.58, 41.77] ] ] } ",POINT(-87.5749999999936 41.7749999784961)
201,41.78,-87.79,13,35,58,5,4,4,0,529173,B3-1,"POLYGON((-87.79 41.78, -87.78 41.78, -87.78 41.79, -87.79 41.79, -87.79 41.78))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.79, 41.78], [-87.78, 41.78], [-87.78, 41.79], [-87.79, 41.79], [-87.79, 41.78] ] ] } ",POINT(-87.7850000000325 41.7849999783943)
217,41.78,-87.63,29,27,44,1,8,18,2,261378,M1-2,"POLYGON((-87.63 41.78, -87.62 41.78, -87.62 41.79, -87.63 41.79, -87.63 41.78))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.63, 41.78], [-87.62, 41.78], [-87.62, 41.79], [-87.63, 41.79], [-87.63, 41.78] ] ] } ",POINT(-87.624999999971 41.7849999783997)
273,41.81,-87.69,49,31,51,25,15,7,2,3641560,RS-3,"POLYGON((-87.69 41.81, -87.68 41.81, -87.68 41.82, -87.69 41.82, -87.69 41.81))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.69, 41.81], [-87.68, 41.81], [-87.68, 41.82], [-87.69, 41.82], [-87.69, 41.81] ] ] } ",POINT(-87.6850000000087 41.8149999782814)
361,41.87,-87.68,60,33,54,27,14,18,1,1596910,PD 30,"POLYGON((-87.68 41.87, -87.67 41.87, -87.67 41.88, -87.68 41.88, -87.68 41.87))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.68, 41.87], [-87.67, 41.87], [-87.67, 41.88], [-87.68, 41.88], [-87.68, 41.87] ] ] } ",POINT(-87.6750000000103 41.8749999780737)
437,41.91,-87.63,152,42,70,99,23,24,6,5406098,B3-5,"POLYGON((-87.63 41.91, -87.62 41.91, -87.62 41.92, -87.63 41.92, -87.63 41.91))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.63, 41.91], [-87.62, 41.91], [-87.62, 41.92], [-87.63, 41.92], [-87.63, 41.91] ] ] } ",POINT(-87.6249999999636 41.914999977885)
509,41.95,-87.72,48,34,56,28,8,10,2,3398220,B3-1,"POLYGON((-87.72 41.95, -87.71 41.95, -87.71 41.96, -87.72 41.96, -87.72 41.95))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.72, 41.95], [-87.71, 41.95], [-87.71, 41.96], [-87.72, 41.96], [-87.72, 41.95] ] ] } ",POINT(-87.7150000000322 41.9549999776763)
513,41.95,-87.68,93,40,67,60,18,12,3,5192992,B1-2,"POLYGON((-87.68 41.95, -87.67 41.95, -87.67 41.96, -87.68 41.96, -87.68 41.95))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.68, 41.95], [-87.67, 41.95], [-87.67, 41.96], [-87.68, 41.96], [-87.68, 41.95] ] ] } ",POINT(-87.6750000000155 41.9549999776686)
530,41.96,-87.69,60,35,58,43,6,9,2,4322315,B3-3,"POLYGON((-87.69 41.96, -87.68 41.96, -87.68 41.97, -87.69 41.97, -87.69 41.96))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.69, 41.96], [-87.68, 41.96], [-87.68, 41.97], [-87.69, 41.97], [-87.69, 41.96] ] ] } ",POINT(-87.6849999999857 41.9649999776545)
542,41.97,-87.79,7,23,39,2,1,4,0,84923,RS-2,"POLYGON((-87.79 41.97, -87.78 41.97, -87.78 41.98, -87.79 41.98, -87.79 41.97))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.79, 41.97], [-87.78, 41.97], [-87.78, 41.98], [-87.79, 41.98], [-87.79, 41.97] ] ] } ",POINT(-87.7850000000044 41.9749999776468)
546,41.97,-87.75,32,24,39,17,4,9,2,1217903,B3-1,"POLYGON((-87.75 41.97, -87.74 41.97, -87.74 41.98, -87.75 41.98, -87.75 41.97))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.75, 41.97], [-87.74, 41.97], [-87.74, 41.98], [-87.75, 41.98], [-87.75, 41.97] ] ] } ",POINT(-87.7450000000259 41.9749999776414)
22,41.67,-87.62,12,25,40,2,3,6,1,333620,RS-2,"POLYGON((-87.62 41.67, -87.61 41.67, -87.61 41.68, -87.62 41.68, -87.62 41.67))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.62, 41.67], [-87.61, 41.67], [-87.61, 41.68], [-87.62, 41.68], [-87.62, 41.67] ] ] } ",POINT(-87.6150000000158 41.6749999788217)
111,41.73,-87.59,16,26,42,7,5,3,1,926580,B3-2,"POLYGON((-87.59 41.73, -87.58 41.73, -87.58 41.74, -87.59 41.74, -87.59 41.73))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.59, 41.73], [-87.58, 41.73], [-87.58, 41.74], [-87.59, 41.74], [-87.59, 41.73] ] ] } ",POINT(-87.5849999999976 41.7349999785765)
117,41.74,-87.74,6,25,40,3,2,0,1,219535,B3-1,"POLYGON((-87.74 41.74, -87.73 41.74, -87.73 41.75, -87.74 41.75, -87.74 41.74))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.74, 41.74], [-87.73, 41.74], [-87.73, 41.75], [-87.74, 41.75], [-87.74, 41.74] ] ] } ",POINT(-87.7350000000284 41.7449999785995)
158,41.76,-87.74,8,29,47,4,1,3,0,423364,B3-2,"POLYGON((-87.74 41.76, -87.73 41.76, -87.73 41.77, -87.74 41.77, -87.74 41.76))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.74, 41.76], [-87.73, 41.76], [-87.73, 41.77], [-87.74, 41.77], [-87.74, 41.76] ] ] } ",POINT(-87.7350000000052 41.7649999785074)
183,41.77,-87.72,44,28,46,29,9,5,1,4250300,B1-1,"POLYGON((-87.72 41.77, -87.71 41.77, -87.71 41.78, -87.72 41.78, -87.72 41.77))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.72, 41.77], [-87.71, 41.77], [-87.71, 41.78], [-87.72, 41.78], [-87.72, 41.77] ] ] } ",POINT(-87.7150000000271 41.7749999785036)
187,41.77,-87.68,25,28,46,10,8,6,1,738948,B1-2,"POLYGON((-87.68 41.77, -87.67 41.77, -87.67 41.78, -87.68 41.78, -87.68 41.77))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.68, 41.77], [-87.67, 41.77], [-87.67, 41.78], [-87.68, 41.78], [-87.68, 41.77] ] ] } ",POINT(-87.6749999999816 41.7749999784987)
211,41.78,-87.69,46,30,49,15,20,10,1,3914750,B1-1,"POLYGON((-87.69 41.78, -87.68 41.78, -87.68 41.79, -87.69 41.79, -87.69 41.78))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.69, 41.78], [-87.68, 41.78], [-87.68, 41.79], [-87.69, 41.79], [-87.69, 41.78] ] ] } ",POINT(-87.6850000000183 41.784999978396)
238,41.79,-87.65,47,26,42,10,16,20,1,942645,B3-1,"POLYGON((-87.65 41.79, -87.64 41.79, -87.64 41.8, -87.65 41.8, -87.65 41.79))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.65, 41.79], [-87.64, 41.79], [-87.64, 41.8], [-87.65, 41.8], [-87.65, 41.79] ] ] } ",POINT(-87.6450000000132 41.7949999783905)
275,41.81,-87.67,83,30,49,48,30,4,1,4796610,B3-2,"POLYGON((-87.67 41.81, -87.66 41.81, -87.66 41.82, -87.67 41.82, -87.67 41.81))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.67, 41.81], [-87.66, 41.81], [-87.66, 41.82], [-87.67, 41.82], [-87.67, 41.81] ] ] } ",POINT(-87.6650000000081 41.8149999782635)
277,41.81,-87.65,25,27,44,11,4,9,1,922425,PMD 8,"POLYGON((-87.65 41.81, -87.64 41.81, -87.64 41.82, -87.65 41.82, -87.65 41.81))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.65, 41.81], [-87.64, 41.81], [-87.64, 41.82], [-87.65, 41.82], [-87.65, 41.81] ] ] } ",POINT(-87.6450000000313 41.8149999782605)
291,41.82,-87.66,14,30,49,6,4,4,0,614950,PMD 8,"POLYGON((-87.66 41.82, -87.65 41.82, -87.65 41.83, -87.66 41.83, -87.66 41.82))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.66, 41.82], [-87.65, 41.82], [-87.65, 41.83], [-87.66, 41.83], [-87.66, 41.82] ] ] } ",POINT(-87.6549999999965 41.8249999782297)
320,41.84,-87.64,41,32,53,18,13,8,2,1688384,B1-1,"POLYGON((-87.64 41.84, -87.63 41.84, -87.63 41.85, -87.64 41.85, -87.64 41.84))","{ ""type"": ""Polygon"", ""coordinates"": [ [ [-87.64, 41.84], [-87.63, 41.84], [-87.63, 41.85], [-87.64, 41.85], [-87.64, 41.84] ] ] } ",POINT(-87.6349999999864 41.8449999781782)
